location-to,date,partygroup,count
Tamworth,08/07/2014,Coalition,2
Adelaide,09/07/2014,Coalition,5
Brisbane,09/07/2014,Labor,9
Brisbane,09/07/2014,Coalition,13
Darwin,09/07/2014,CLP,2
Melbourne,09/07/2014,Labor,11
Melbourne,09/07/2014,Coalition,12
Mount Gambier,09/07/2014,Coalition,3
Perth,09/07/2014,Coalition,7
Sydney,09/07/2014,CLP,2
Sydney,09/07/2014,Coalition,9
Sydney,09/07/2014,Labor,10
Taree,09/07/2014,Coalition,2
Townsville,09/07/2014,Coalition,2
Adelaide,10/07/2014,Labor,2
Brisbane,10/07/2014,Coalition,2
Brisbane,10/07/2014,Independent,2
Devonport,10/07/2014,Coalition,2
Hobart,10/07/2014,Coalition,2
Melbourne,10/07/2014,Greens,2
Melbourne,10/07/2014,Labor,5
Melbourne,10/07/2014,Coalition,12
Sydney,10/07/2014,Coalition,4
Adelaide,11/07/2014,Labor,2
Adelaide,11/07/2014,Coalition,3
Brisbane,11/07/2014,Labor,6
Brisbane,11/07/2014,Coalition,12
Coolangatta,11/07/2014,Labor,2
Hobart,11/07/2014,Labor,5
Melbourne,11/07/2014,Greens,5
Melbourne,11/07/2014,Labor,12
Melbourne,11/07/2014,Coalition,13
Perth,11/07/2014,Coalition,3
Sydney,11/07/2014,Labor,4
Sydney,11/07/2014,Coalition,5
Mackay,12/07/2014,Labor,2
Sydney,12/07/2014,Labor,2
Sydney,12/07/2014,Coalition,9
Adelaide,13/07/2014,Coalition,2
Brisbane,13/07/2014,Coalition,3
Brisbane,13/07/2014,Labor,3
Hobart,13/07/2014,Coalition,4
Melbourne,13/07/2014,Labor,7
Melbourne,13/07/2014,Coalition,11
Sydney,13/07/2014,Labor,4
Sydney,13/07/2014,Coalition,8
Launceston,14/07/2014,Greens,3
Melbourne,14/07/2014,Coalition,2
Melbourne,14/07/2014,Greens,2
Melbourne,14/07/2014,Labor,4
Perth,14/07/2014,Labor,4
Perth,15/07/2014,Coalition,2
Sydney,15/07/2014,Labor,2
Sydney,16/07/2014,Coalition,2
Adelaide,17/07/2014,Coalition,3
Brisbane,17/07/2014,AUS,2
Brisbane,17/07/2014,Coalition,9
Hobart,17/07/2014,Coalition,2
Melbourne,17/07/2014,Labor,7
Perth,17/07/2014,Labor,2
Sydney,17/07/2014,Labor,2
Sydney,17/07/2014,Coalition,4
Adelaide,18/07/2014,Coalition,9
Adelaide,18/07/2014,Labor,9
Brisbane,18/07/2014,Independent,2
Brisbane,18/07/2014,Labor,8
Brisbane,18/07/2014,Coalition,22
Coolangatta,18/07/2014,Coalition,2
Darwin,18/07/2014,CLP,2
Hobart,18/07/2014,Coalition,3
Hobart,18/07/2014,Labor,4
Launceston,18/07/2014,Coalition,3
Melbourne,18/07/2014,Greens,3
Melbourne,18/07/2014,Labor,25
Melbourne,18/07/2014,Coalition,30
Perth,18/07/2014,Labor,2
Perth,18/07/2014,Coalition,11
Sydney,18/07/2014,Greens,5
Sydney,18/07/2014,Labor,18
Sydney,18/07/2014,Coalition,33
Townsville,18/07/2014,Coalition,3
Brisbane,19/07/2014,Labor,2
Brisbane,19/07/2014,Coalition,5
Melbourne,19/07/2014,Coalition,2
Melbourne,19/07/2014,Greens,2
Perth,19/07/2014,Coalition,2
Perth,19/07/2014,PUP,3
Sydney,19/07/2014,Greens,3
Sydney,19/07/2014,Coalition,4
Adelaide,20/07/2014,Greens,3
Adelaide,20/07/2014,Labor,3
Brisbane,20/07/2014,Labor,2
Broome,20/07/2014,Coalition,2
Melbourne,20/07/2014,Greens,2
Melbourne,20/07/2014,Labor,3
Melbourne,20/07/2014,Coalition,5
Sydney,20/07/2014,Labor,3
Brisbane,21/07/2014,Coalition,5
Darwin,21/07/2014,Labor,2
Melbourne,21/07/2014,Labor,5
Melbourne,21/07/2014,Coalition,11
Perth,21/07/2014,Coalition,8
Sydney,21/07/2014,Coalition,3
Sydney,21/07/2014,Labor,5
Townsville,21/07/2014,Coalition,2
Adelaide,22/07/2014,Labor,2
Adelaide,22/07/2014,Coalition,4
King Island,22/07/2014,Coalition,2
Mackay,22/07/2014,Labor,2
Mackay,22/07/2014,Coalition,3
Melbourne,22/07/2014,Labor,2
Melbourne,22/07/2014,Coalition,7
Newcastle,22/07/2014,Labor,2
Sydney,22/07/2014,Labor,2
Sydney,22/07/2014,Coalition,8
Townsville,22/07/2014,Labor,2
Townsville,22/07/2014,Coalition,3
Adelaide,23/07/2014,Coalition,2
Adelaide,23/07/2014,Labor,2
Brisbane,23/07/2014,Greens,2
Brisbane,23/07/2014,Labor,2
Brisbane,23/07/2014,Coalition,6
Burnie,23/07/2014,Coalition,2
Melbourne,23/07/2014,Coalition,3
Perth,23/07/2014,Labor,2
Sydney,23/07/2014,Coalition,5
Sydney,23/07/2014,Labor,6
Tamworth,23/07/2014,Coalition,2
Brisbane,24/07/2014,Coalition,3
Melbourne,24/07/2014,Labor,4
Melbourne,24/07/2014,Coalition,5
Perth,24/07/2014,Coalition,7
Rockhampton,24/07/2014,Coalition,2
Sydney,24/07/2014,Labor,2
Sydney,24/07/2014,Coalition,5
Brisbane,25/07/2014,Coalition,4
Geraldton,25/07/2014,Coalition,2
Launceston,25/07/2014,Labor,2
Melbourne,25/07/2014,Coalition,2
Melbourne,25/07/2014,Labor,4
Sydney,25/07/2014,Coalition,6
Sydney,25/07/2014,Labor,7
Perth,26/07/2014,Coalition,2
Sydney,26/07/2014,Labor,6
Brisbane,27/07/2014,Coalition,2
Brisbane,27/07/2014,Labor,2
Coolangatta,27/07/2014,Labor,4
Melbourne,27/07/2014,Coalition,3
Melbourne,27/07/2014,Labor,3
Rockhampton,27/07/2014,Coalition,2
Sydney,27/07/2014,Coalition,4
Sydney,27/07/2014,Labor,6
Townsville,27/07/2014,AUS,2
Adelaide,28/07/2014,Labor,2
Brisbane,28/07/2014,Coalition,2
Melbourne,28/07/2014,Coalition,5
Melbourne,28/07/2014,Labor,6
Perth,28/07/2014,Coalition,6
Sydney,28/07/2014,Greens,2
Sydney,28/07/2014,Labor,4
Sydney,28/07/2014,Coalition,9
Adelaide,29/07/2014,Labor,2
Brisbane,29/07/2014,Labor,3
Brisbane,29/07/2014,Coalition,9
Cairns,29/07/2014,Coalition,2
Melbourne,29/07/2014,Coalition,3
Melbourne,29/07/2014,Greens,3
Melbourne,29/07/2014,Labor,3
Perth,29/07/2014,Greens,2
Perth,29/07/2014,Coalition,4
Sydney,29/07/2014,Labor,3
Sydney,29/07/2014,Coalition,6
Adelaide,30/07/2014,Coalition,2
Adelaide,30/07/2014,Labor,2
Armidale,30/07/2014,Coalition,2
Brisbane,30/07/2014,Labor,2
Brisbane,30/07/2014,Coalition,3
Melbourne,30/07/2014,Labor,3
Melbourne,30/07/2014,Coalition,5
Perth,30/07/2014,Coalition,2
Sydney,30/07/2014,Coalition,4
Sydney,30/07/2014,Labor,4
Adelaide,31/07/2014,Coalition,3
Brisbane,31/07/2014,Coalition,3
Launceston,31/07/2014,Coalition,3
Melbourne,31/07/2014,Labor,6
Melbourne,31/07/2014,Coalition,8
Perth,31/07/2014,Labor,2
Sydney,31/07/2014,Labor,2
Sydney,31/07/2014,Coalition,12
Adelaide,01/08/2014,Labor,3
Brisbane,01/08/2014,Coalition,2
Coolangatta,01/08/2014,Coalition,2
Darwin,01/08/2014,Labor,4
Hobart,01/08/2014,Coalition,2
Melbourne,01/08/2014,Labor,2
Melbourne,01/08/2014,Coalition,6
Sydney,01/08/2014,Coalition,8
Cairns,02/08/2014,Labor,6
Gove,02/08/2014,Coalition,2
Gove,02/08/2014,Labor,10
Melbourne,02/08/2014,Coalition,2
Melbourne,02/08/2014,Labor,2
Sydney,02/08/2014,Greens,2
Sydney,02/08/2014,Labor,5
Sydney,02/08/2014,Coalition,6
Cairns,03/08/2014,Labor,2
Melbourne,03/08/2014,Coalition,3
Perth,03/08/2014,Labor,2
Tamworth,03/08/2014,Coalition,3
Brisbane,04/08/2014,Coalition,3
Cairns,04/08/2014,Labor,4
Hobart,04/08/2014,Labor,3
Melbourne,04/08/2014,Coalition,8
Melbourne,04/08/2014,Labor,13
Sydney,04/08/2014,Coalition,2
Sydney,04/08/2014,Labor,2
Adelaide,05/08/2014,Coalition,2
Adelaide,05/08/2014,Labor,3
Brisbane,05/08/2014,Coalition,3
Cairns,05/08/2014,Labor,2
Hobart,05/08/2014,Labor,3
Melbourne,05/08/2014,Coalition,7
Melbourne,05/08/2014,Labor,10
Perth,05/08/2014,Labor,2
Perth,05/08/2014,Coalition,3
Sydney,05/08/2014,Labor,6
Sydney,05/08/2014,Coalition,9
Adelaide,06/08/2014,Labor,6
Brisbane,06/08/2014,Labor,2
Brisbane,06/08/2014,Coalition,5
Melbourne,06/08/2014,Labor,6
Melbourne,06/08/2014,Coalition,10
Sydney,06/08/2014,Labor,4
Sydney,06/08/2014,Coalition,6
Adelaide,07/08/2014,Coalition,2
Adelaide,07/08/2014,Labor,2
Brisbane,07/08/2014,Labor,3
Brisbane,07/08/2014,Coalition,6
Melbourne,07/08/2014,Labor,4
Melbourne,07/08/2014,Coalition,8
Perth,07/08/2014,Coalition,5
Sydney,07/08/2014,Coalition,5
Sydney,07/08/2014,Labor,5
Adelaide,08/08/2014,Coalition,2
Brisbane,08/08/2014,Coalition,3
Melbourne,08/08/2014,Coalition,2
Melbourne,08/08/2014,Labor,2
Newcastle,08/08/2014,Labor,2
Sydney,08/08/2014,Labor,3
Sydney,08/08/2014,Coalition,4
Brisbane,09/08/2014,Coalition,2
Melbourne,09/08/2014,Coalition,2
Sydney,09/08/2014,Coalition,4
Brisbane,10/08/2014,Labor,4
Brisbane,10/08/2014,Coalition,5
Darwin,10/08/2014,Coalition,7
Hobart,10/08/2014,Coalition,2
Melbourne,10/08/2014,Labor,2
Melbourne,10/08/2014,Coalition,6
Sydney,10/08/2014,Coalition,2
Adelaide,11/08/2014,Coalition,2
Brisbane,11/08/2014,Labor,2
Darwin,11/08/2014,Labor,2
Melbourne,11/08/2014,Coalition,3
Newcastle,11/08/2014,Labor,2
Sydney,11/08/2014,Coalition,5
Sydney,11/08/2014,Labor,5
Adelaide,12/08/2014,Labor,2
Adelaide,12/08/2014,Coalition,3
Brisbane,12/08/2014,Coalition,5
Melbourne,12/08/2014,Labor,2
Melbourne,12/08/2014,Coalition,6
Perth,12/08/2014,Coalition,2
Sydney,12/08/2014,Labor,2
Sydney,12/08/2014,Coalition,4
Townsville,12/08/2014,Coalition,2
Adelaide,13/08/2014,Coalition,4
Brisbane,13/08/2014,Labor,4
Brisbane,13/08/2014,Coalition,6
Coolangatta,13/08/2014,Coalition,2
Melbourne,13/08/2014,Labor,3
Melbourne,13/08/2014,Coalition,6
Perth,13/08/2014,Labor,2
Perth,13/08/2014,Coalition,5
Sydney,13/08/2014,Labor,3
Sydney,13/08/2014,Coalition,6
Adelaide,14/08/2014,Coalition,4
Brisbane,14/08/2014,Labor,4
Melbourne,14/08/2014,Independent,3
Melbourne,14/08/2014,Coalition,7
Melbourne,14/08/2014,Labor,8
Perth,14/08/2014,Coalition,4
Sydney,14/08/2014,Labor,4
Sydney,14/08/2014,Coalition,10
Wagga Wagga,14/08/2014,Labor,2
Adelaide,15/08/2014,Coalition,2
Adelaide,15/08/2014,Labor,3
Albury,15/08/2014,Coalition,3
Brisbane,15/08/2014,Coalition,3
Brisbane,15/08/2014,Labor,3
Hamilton Island,15/08/2014,Coalition,2
Launceston,15/08/2014,Coalition,2
Melbourne,15/08/2014,Labor,3
Melbourne,15/08/2014,Coalition,5
Perth,15/08/2014,Coalition,3
Sydney,15/08/2014,Labor,2
Sydney,15/08/2014,Coalition,7
Brisbane,16/08/2014,Coalition,3
Launceston,16/08/2014,Coalition,2
Perth,16/08/2014,Coalition,3
Sydney,16/08/2014,Labor,3
Sydney,16/08/2014,Coalition,6
Townsville,16/08/2014,AUS,2
Adelaide,17/08/2014,Coalition,8
Armidale,17/08/2014,Coalition,2
Brisbane,17/08/2014,Coalition,2
Brisbane,17/08/2014,Labor,2
Darwin,17/08/2014,Labor,4
Darwin,17/08/2014,Coalition,6
Melbourne,17/08/2014,Coalition,3
Sydney,17/08/2014,Coalition,4
Sydney,17/08/2014,Labor,5
Adelaide,18/08/2014,Labor,4
Brisbane,18/08/2014,Coalition,5
Brisbane,18/08/2014,Labor,6
Darwin,18/08/2014,Coalition,2
Hobart,18/08/2014,Labor,2
Melbourne,18/08/2014,Labor,12
Melbourne,18/08/2014,Coalition,17
Perth,18/08/2014,Coalition,2
Sydney,18/08/2014,Labor,7
Sydney,18/08/2014,Coalition,12
Adelaide,19/08/2014,Coalition,2
Brisbane,19/08/2014,Coalition,6
Coolangatta,19/08/2014,Coalition,2
Melbourne,19/08/2014,Labor,9
Melbourne,19/08/2014,Coalition,10
Perth,19/08/2014,Coalition,2
Sydney,19/08/2014,Greens,2
Sydney,19/08/2014,Labor,4
Sydney,19/08/2014,Coalition,11
Adelaide,20/08/2014,Coalition,4
Brisbane,20/08/2014,Coalition,2
Brisbane,20/08/2014,Labor,8
Melbourne,20/08/2014,Labor,6
Melbourne,20/08/2014,Coalition,9
Newcastle,20/08/2014,Coalition,2
Perth,20/08/2014,Coalition,2
Sydney,20/08/2014,Labor,7
Sydney,20/08/2014,Coalition,15
Townsville,20/08/2014,Labor,2
Adelaide,21/08/2014,Coalition,3
Adelaide,21/08/2014,Labor,3
Brisbane,21/08/2014,Greens,2
Brisbane,21/08/2014,Labor,3
Brisbane,21/08/2014,Coalition,5
Coolangatta,21/08/2014,Coalition,2
Hobart,21/08/2014,Labor,2
Melbourne,21/08/2014,Coalition,5
Melbourne,21/08/2014,Labor,6
Perth,21/08/2014,Coalition,4
Sydney,21/08/2014,Coalition,5
Sydney,21/08/2014,Labor,5
Adelaide,22/08/2014,Labor,6
Brisbane,22/08/2014,Coalition,2
Brisbane,22/08/2014,Independent,2
Brisbane,22/08/2014,Labor,5
Melbourne,22/08/2014,Coalition,4
Melbourne,22/08/2014,Labor,8
Perth,22/08/2014,Coalition,2
Sydney,22/08/2014,Labor,3
Sydney,22/08/2014,Coalition,5
Melbourne,23/08/2014,Coalition,2
Sydney,23/08/2014,Coalition,2
Sydney,23/08/2014,Greens,2
Sydney,23/08/2014,Labor,4
Adelaide,24/08/2014,Coalition,2
Brisbane,24/08/2014,Coalition,10
Melbourne,24/08/2014,Labor,4
Melbourne,24/08/2014,Coalition,10
Sydney,24/08/2014,Coalition,8
Melbourne,25/08/2014,Labor,5
Melbourne,25/08/2014,Coalition,9
Sydney,25/08/2014,Coalition,4
Melbourne,26/08/2014,Coalition,2
Sydney,26/08/2014,Coalition,3
Brisbane,27/08/2014,Labor,4
Melbourne,27/08/2014,Labor,2
Melbourne,27/08/2014,Coalition,5
Perth,27/08/2014,Coalition,2
Sydney,27/08/2014,Coalition,3
Adelaide,28/08/2014,Labor,5
Adelaide,28/08/2014,Coalition,6
Brisbane,28/08/2014,Independent,2
Brisbane,28/08/2014,Coalition,3
Brisbane,28/08/2014,Labor,4
Melbourne,28/08/2014,Greens,7
Melbourne,28/08/2014,Coalition,14
Melbourne,28/08/2014,Labor,25
Perth,28/08/2014,Coalition,12
Sydney,28/08/2014,Greens,3
Sydney,28/08/2014,Labor,7
Sydney,28/08/2014,Coalition,16
Adelaide,29/08/2014,Labor,2
Adelaide,29/08/2014,Coalition,6
Brisbane,29/08/2014,Labor,2
Brisbane,29/08/2014,Coalition,7
Coolangatta,29/08/2014,Coalition,2
Hobart,29/08/2014,Labor,3
Melbourne,29/08/2014,Coalition,10
Melbourne,29/08/2014,Labor,14
Perth,29/08/2014,Labor,2
Perth,29/08/2014,Coalition,4
Sydney,29/08/2014,Coalition,5
Sydney,29/08/2014,Labor,5
Whyalla,29/08/2014,Coalition,2
Adelaide,30/08/2014,Labor,2
Brisbane,30/08/2014,Labor,4
Brisbane,30/08/2014,Coalition,10
Melbourne,30/08/2014,Coalition,10
Perth,30/08/2014,Coalition,3
Sydney,30/08/2014,Coalition,3
Sydney,30/08/2014,Labor,8
Brisbane,31/08/2014,Coalition,3
Coolangatta,31/08/2014,Labor,3
Melbourne,31/08/2014,Independent,2
Melbourne,31/08/2014,Labor,5
Melbourne,31/08/2014,Coalition,8
Sydney,31/08/2014,Coalition,4
Tamworth,31/08/2014,Coalition,2
Melbourne,01/09/2014,Labor,2
Melbourne,01/09/2014,Coalition,3
Sydney,01/09/2014,Coalition,3
Melbourne,03/09/2014,Independent,5
Sydney,03/09/2014,Coalition,7
Adelaide,04/09/2014,Coalition,2
Adelaide,04/09/2014,Labor,3
Brisbane,04/09/2014,Independent,3
Brisbane,04/09/2014,Labor,5
Brisbane,04/09/2014,Coalition,12
Darwin,04/09/2014,CLP,2
Devonport,04/09/2014,Independent,5
Melbourne,04/09/2014,Greens,3
Melbourne,04/09/2014,Independent,5
Melbourne,04/09/2014,Coalition,11
Melbourne,04/09/2014,Labor,19
Perth,04/09/2014,Labor,2
Perth,04/09/2014,Coalition,11
Sydney,04/09/2014,CLP,2
Sydney,04/09/2014,Labor,9
Sydney,04/09/2014,Coalition,14
Adelaide,05/09/2014,Greens,2
Adelaide,05/09/2014,Labor,6
Adelaide,05/09/2014,Coalition,9
Brisbane,05/09/2014,Labor,6
Brisbane,05/09/2014,Coalition,13
Coolangatta,05/09/2014,Coalition,2
Devonport,05/09/2014,Coalition,3
Hobart,05/09/2014,Coalition,3
Hobart,05/09/2014,Labor,3
Melbourne,05/09/2014,Greens,2
Melbourne,05/09/2014,Labor,18
Melbourne,05/09/2014,Coalition,21
Perth,05/09/2014,Coalition,7
Perth,05/09/2014,Labor,7
Sydney,05/09/2014,Labor,14
Sydney,05/09/2014,Coalition,17
Brisbane,06/09/2014,Coalition,2
Darwin,06/09/2014,Labor,3
Melbourne,06/09/2014,Labor,3
Perth,06/09/2014,Coalition,2
Sydney,06/09/2014,Coalition,3
Alice Springs,07/09/2014,Coalition,2
Brisbane,07/09/2014,Coalition,2
Darwin,07/09/2014,Coalition,2
Melbourne,07/09/2014,Labor,2
Perth,07/09/2014,Coalition,2
Sydney,07/09/2014,Coalition,2
Townsville,07/09/2014,Coalition,2
Adelaide,08/09/2014,Coalition,2
Albury,08/09/2014,Coalition,2
Brisbane,08/09/2014,Coalition,4
Melbourne,08/09/2014,Coalition,10
Sydney,08/09/2014,Labor,4
Sydney,08/09/2014,Coalition,12
Adelaide,09/09/2014,Coalition,2
Adelaide,09/09/2014,Labor,4
Brisbane,09/09/2014,Coalition,2
Brisbane,09/09/2014,Labor,2
Hobart,09/09/2014,Labor,2
Melbourne,09/09/2014,Labor,9
Melbourne,09/09/2014,Coalition,13
Perth,09/09/2014,Coalition,5
Sydney,09/09/2014,Coalition,16
Adelaide,10/09/2014,Coalition,4
Brisbane,10/09/2014,Labor,5
Brisbane,10/09/2014,Coalition,7
Cairns,10/09/2014,Coalition,2
Melbourne,10/09/2014,Coalition,12
Newcastle,10/09/2014,Labor,2
Perth,10/09/2014,Coalition,3
Sydney,10/09/2014,Labor,8
Sydney,10/09/2014,Coalition,16
Adelaide,11/09/2014,Coalition,4
Adelaide,11/09/2014,Labor,4
Brisbane,11/09/2014,Labor,2
Melbourne,11/09/2014,Greens,3
Melbourne,11/09/2014,Labor,5
Melbourne,11/09/2014,Coalition,9
Perth,11/09/2014,Coalition,3
Sydney,11/09/2014,Coalition,6
Sydney,11/09/2014,Labor,22
Adelaide,12/09/2014,Coalition,4
Brisbane,12/09/2014,Labor,5
Brisbane,12/09/2014,Coalition,7
Hobart,12/09/2014,Coalition,3
Hobart,12/09/2014,Labor,3
Melbourne,12/09/2014,Coalition,10
Melbourne,12/09/2014,Labor,10
Perth,12/09/2014,Coalition,4
Sydney,12/09/2014,Greens,2
Sydney,12/09/2014,Labor,3
Sydney,12/09/2014,Coalition,6
Armidale,13/09/2014,Coalition,2
Ballina Airport,13/09/2014,Labor,2
Perth,13/09/2014,Labor,2
Redland,13/09/2014,Coalition,2
Stradbroke Island,13/09/2014,Coalition,2
Sydney,13/09/2014,Coalition,2
Brisbane,14/09/2014,Coalition,2
Brisbane,14/09/2014,Labor,3
Broome,14/09/2014,Labor,2
Melbourne,14/09/2014,Labor,2
Melbourne,14/09/2014,Coalition,7
Perth,14/09/2014,Coalition,4
Sydney,14/09/2014,Labor,3
Sydney,14/09/2014,Coalition,4
Adelaide,15/09/2014,Coalition,4
Brisbane,15/09/2014,Coalition,4
Darwin,15/09/2014,Coalition,2
Gove,15/09/2014,Coalition,2
Hobart,15/09/2014,Labor,2
Hobart,15/09/2014,Coalition,4
Karratha,15/09/2014,Coalition,3
Melbourne,15/09/2014,Labor,2
Melbourne,15/09/2014,Coalition,6
Moruya,15/09/2014,Labor,2
Perth,15/09/2014,Labor,2
Perth,15/09/2014,Coalition,6
Port Lincoln,15/09/2014,Coalition,2
Sydney,15/09/2014,Greens,2
Sydney,15/09/2014,Coalition,3
Sydney,15/09/2014,Labor,7
Adelaide,16/09/2014,Coalition,2
Adelaide,16/09/2014,Labor,6
Brisbane,16/09/2014,Coalition,3
Cairns,16/09/2014,Coalition,2
Gove,16/09/2014,Coalition,2
Melbourne,16/09/2014,Labor,6
Melbourne,16/09/2014,Coalition,8
Newman,16/09/2014,Labor,3
Perth,16/09/2014,Coalition,2
Port Augusta,16/09/2014,Labor,2
Sydney,16/09/2014,Labor,3
Sydney,16/09/2014,Coalition,6
Adelaide,17/09/2014,Coalition,2
Brisbane,17/09/2014,Coalition,6
Cairns,17/09/2014,Coalition,4
Gove,17/09/2014,Coalition,3
Melbourne,17/09/2014,Labor,5
Melbourne,17/09/2014,Coalition,8
Perth,17/09/2014,Labor,3
Sydney,17/09/2014,Greens,2
Sydney,17/09/2014,Labor,6
Sydney,17/09/2014,Coalition,10
Adelaide,18/09/2014,Greens,2
Adelaide,18/09/2014,Labor,3
Brisbane,18/09/2014,Labor,2
Brisbane,18/09/2014,Coalition,7
Cairns,18/09/2014,Coalition,2
Darwin,18/09/2014,Coalition,2
Geraldton,18/09/2014,Coalition,2
Hobart,18/09/2014,Coalition,2
Hobart,18/09/2014,Labor,3
Launceston,18/09/2014,Coalition,2
Melbourne,18/09/2014,Greens,3
Melbourne,18/09/2014,Labor,6
Melbourne,18/09/2014,Coalition,8
Perth,18/09/2014,Coalition,2
Sydney,18/09/2014,Greens,3
Sydney,18/09/2014,Labor,5
Sydney,18/09/2014,Coalition,11
Tamworth,18/09/2014,Coalition,2
Adelaide,19/09/2014,Coalition,2
Brisbane,19/09/2014,Labor,3
Brisbane,19/09/2014,Coalition,6
Coolangatta,19/09/2014,Coalition,4
Darwin,19/09/2014,Coalition,2
Melbourne,19/09/2014,Coalition,5
Melbourne,19/09/2014,Labor,8
Perth,19/09/2014,Coalition,2
Sydney,19/09/2014,Coalition,4
Sydney,19/09/2014,Labor,4
Darwin,20/09/2014,Labor,2
Melbourne,20/09/2014,Coalition,2
Melbourne,20/09/2014,Greens,2
Melbourne,20/09/2014,Independent,2
Sydney,20/09/2014,Greens,2
Sydney,20/09/2014,Coalition,3
Brisbane,21/09/2014,Labor,2
Brisbane,21/09/2014,Coalition,5
Melbourne,21/09/2014,Labor,9
Melbourne,21/09/2014,Coalition,11
Perth,21/09/2014,Coalition,2
Sydney,21/09/2014,Labor,2
Sydney,21/09/2014,Coalition,8
Melbourne,22/09/2014,Coalition,2
Melbourne,22/09/2014,Labor,2
Sydney,22/09/2014,Coalition,2
Sydney,22/09/2014,Labor,2
Darwin,23/09/2014,Labor,3
Sydney,23/09/2014,Labor,6
Melbourne,24/09/2014,Coalition,2
Melbourne,24/09/2014,Labor,3
Sydney,24/09/2014,Labor,2
Sydney,24/09/2014,Coalition,5
Adelaide,25/09/2014,Labor,2
Adelaide,25/09/2014,Coalition,5
Brisbane,25/09/2014,Labor,4
Brisbane,25/09/2014,Coalition,12
Coolangatta,25/09/2014,Coalition,2
Melbourne,25/09/2014,Labor,9
Melbourne,25/09/2014,Coalition,19
Perth,25/09/2014,Labor,2
Perth,25/09/2014,Coalition,5
Sydney,25/09/2014,Labor,9
Sydney,25/09/2014,Coalition,14
Adelaide,26/09/2014,Greens,2
Adelaide,26/09/2014,Labor,5
Adelaide,26/09/2014,Coalition,6
Brisbane,26/09/2014,Independent,2
Brisbane,26/09/2014,Coalition,7
Brisbane,26/09/2014,Labor,8
Devonport,26/09/2014,Coalition,2
Hobart,26/09/2014,Coalition,3
Melbourne,26/09/2014,Greens,2
Melbourne,26/09/2014,Labor,17
Melbourne,26/09/2014,Coalition,28
Perth,26/09/2014,Greens,2
Perth,26/09/2014,Labor,2
Perth,26/09/2014,Coalition,9
Sydney,26/09/2014,Greens,2
Sydney,26/09/2014,Coalition,5
Sydney,26/09/2014,Labor,12
Brisbane,27/09/2014,Coalition,5
Hobart,27/09/2014,Labor,2
Melbourne,27/09/2014,Labor,2
Melbourne,27/09/2014,Coalition,3
Adelaide,28/09/2014,Coalition,2
Brisbane,28/09/2014,Coalition,7
Melbourne,28/09/2014,Labor,3
Melbourne,28/09/2014,Coalition,7
Sydney,28/09/2014,Labor,2
Sydney,28/09/2014,Coalition,7
Brisbane,29/09/2014,Coalition,4
Coolangatta,29/09/2014,Labor,2
Devonport,29/09/2014,Labor,2
Melbourne,29/09/2014,Independent,4
Melbourne,29/09/2014,Coalition,11
Melbourne,29/09/2014,Labor,13
Sydney,29/09/2014,Labor,8
Sydney,29/09/2014,Coalition,12
Coolangatta,30/09/2014,Coalition,4
Melbourne,30/09/2014,Labor,2
Sydney,30/09/2014,Coalition,6
Brisbane,01/10/2014,Labor,3
Melbourne,01/10/2014,Coalition,4
Perth,01/10/2014,Coalition,6
Port Macquarie,01/10/2014,Coalition,4
Sydney,01/10/2014,Coalition,4
Adelaide,02/10/2014,Labor,3
Adelaide,02/10/2014,Coalition,5
Brisbane,02/10/2014,Independent,2
Brisbane,02/10/2014,Labor,7
Brisbane,02/10/2014,Coalition,20
Coolangatta,02/10/2014,Coalition,6
Darwin,02/10/2014,Labor,2
Hobart,02/10/2014,Coalition,2
Melbourne,02/10/2014,Coalition,13
Melbourne,02/10/2014,Labor,16
Perth,02/10/2014,Labor,3
Perth,02/10/2014,Coalition,9
Sydney,02/10/2014,Greens,2
Sydney,02/10/2014,Coalition,8
Sydney,02/10/2014,Labor,8
Adelaide,03/10/2014,FFP,2
Adelaide,03/10/2014,Greens,2
Adelaide,03/10/2014,Labor,4
Adelaide,03/10/2014,Coalition,6
Brisbane,03/10/2014,Labor,6
Brisbane,03/10/2014,Coalition,17
Bundaberg,03/10/2014,Coalition,5
Cairns,03/10/2014,Coalition,3
Devonport,03/10/2014,Coalition,2
Hobart,03/10/2014,Coalition,2
Hobart,03/10/2014,Labor,2
Kununurra,03/10/2014,Labor,2
Melbourne,03/10/2014,Greens,3
Melbourne,03/10/2014,Labor,20
Melbourne,03/10/2014,Coalition,21
Perth,03/10/2014,Labor,2
Perth,03/10/2014,PUP,3
Perth,03/10/2014,Coalition,9
Sydney,03/10/2014,Coalition,8
Sydney,03/10/2014,Labor,8
Alice Springs,04/10/2014,Labor,2
Brisbane,04/10/2014,Coalition,3
Melbourne,04/10/2014,Coalition,2
Perth,04/10/2014,Coalition,2
Roma,04/10/2014,Coalition,2
Sydney,04/10/2014,Coalition,2
Sydney,04/10/2014,Labor,3
Melbourne,05/10/2014,Coalition,2
Melbourne,05/10/2014,Labor,2
Perth,05/10/2014,Labor,2
Perth,05/10/2014,Coalition,3
Brisbane,06/10/2014,Coalition,6
Geraldton,06/10/2014,Coalition,2
Melbourne,06/10/2014,Coalition,6
Perth,06/10/2014,Coalition,2
Sydney,06/10/2014,Coalition,2
Brisbane,07/10/2014,Coalition,5
Groote Eylandt,07/10/2014,Labor,5
Melbourne,07/10/2014,Greens,2
